EAN,Name,PLZ,Ort,Block_APO,Sales_Rep,CVM,Planned_Visits,Block_ADM,FY2025,Top_Priority,CVM_clean
7601001016514,Farmacia Internazionale Bordoni SA,6900,Lugano,2097,Alessia,Observe,0,Alessia,3196.5400000000013,0,Observe
7601001303430,Farmacia Chiassese Farmadomo SA,6830,Chiasso,2090,Alessia,Observe,0,Alessia,2267.75,0,Observe
7601001018457,Farmacia Chiesa SA,6830,Chiasso,2090,Alessia,Observe,0,Alessia,1809.8599999999979,0,Observe
7601001400399,Farmacia Chimica Internazionale,6900,Lugano,2097,Alessia,Observe,0,Alessia,757.7599999999999,0,Observe
7601001407893,Farmacia cinque vie Farmadomo SA,6600,Locarno,2106,Alessia,Observe,0,Alessia,2872.4999999999995,0,Observe
7601001410053,Farmacia Città Vecchia Sagl,6600,Locarno,2106,Alessia,Observe,0,Alessia,1971.1099999999985,0,Observe
7601001020320,Farmacia Collina d'Oro SA,6926,Montagnola,2098,Alessia,Observe,0,Alessia,6551.540000000002,0,Observe
7601001027039,Farmacia Del Corso SA,6830,Chiasso,2090,Alessia,Observe,0,Alessia,3979.310000000001,0,Observe
7601001026896,Farmacia Del Gambarogno SA,6573,Magadino,2103,Alessia,Observe,0,Alessia,665.8499999999999,0,Observe
7601001391499,Farmacia del Lago,6600,Muralto,2106,Alessia,Observe,0,Alessia,2825.1,0,Observe
7601001007772,Farmacia della Montagna SA,6864,Arzo,2093,Alessia,Observe,0,Alessia,4297.4400000000005,0,Observe
7601001027541,Farmacia della Piazzetta,6900,Lugano,2097,Alessia,Observe,0,Alessia,2809.3399999999992,0,Observe
7601001331198,Farmacia della Posta,6932,Breganzona,2098,Alessia,Observe,0,Alessia,3223.29,0,Observe
7601001399013,Farmacia della Stazione,6900,Lugano,2097,Alessia,Observe,0,Alessia,1991.6599999999994,0,Observe
7601001412767,Farmacia della Valle Sagl,6675,Cevio,2107,Alessia,Observe,0,Alessia,3852.0399999999995,0,Observe
7601001377721,Farmacia delle Alpi,6760,Faido,2112,Alessia,Observe,0,Alessia,2420.5599999999995,0,Observe
7601001998308,Farmacia Stella d'Oro SA,6598,Tenero,2108,Alessia,Observe,0,Alessia,2227.88,0,Observe
7601001576384,Farmacia di Besso,6900,Lugano,2097,Alessia,Observe,0,Alessia,3603.5400000000004,0,Observe
7601001019805,Farmacia Di Bioggio,6934,Bioggio,2100,Alessia,Observe,0,Alessia,4098.99,0,Observe
7601001026230,Farmacia di Cadro,6965,Cadro,2101,Alessia,Observe,0,Alessia,6310.900000000001,0,Observe
7601001358010,Farmacia di Caslano,6987,Caslano,2099,Alessia,Observe,0,Alessia,7870.730000000004,0,Observe
7601001251496,Farmacia di Comano,6949,Comano,2101,Alessia,Observe,0,Alessia,4043.3600000000006,0,Observe
7601001731769,Farmacia di Pregassona,6963,Pregassona,2096,Alessia,Observe,0,Alessia,1530.6300000000003,0,Observe
7601001373761,Farmacia Dr. Camponovo S.A.,6828,Balerna,2091,Alessia,Observe,0,Alessia,6445.750000000001,0,Observe
7601001025561,Farmacia Elvetica,6600,Muralto,2106,Alessia,Observe,0,Alessia,6933.84,0,Observe
7601001397828,Farmacia Fenice,6512,Giubiasco,2108,Alessia,Observe,0,Alessia,32108.660000000007,1,Observe
7601001023758,Farmacia Ferrari,6850,Mendrisio,2093,Alessia,Observe,0,Alessia,2354.46,0,Observe
7601001375352,Müller Handels AG Schweiz,5242,Lupfig,2172,Luis,Observe,0,Luis,0.0,0,Observe
7601001346406,DROPA Drogerie Peterer - Uzwil,9240,Uzwil,2229,Sarina,Maintain,4,Sarina,8655.05,0,Maintain
7601001021716,DROPA Drogerie Peterer - Flawil,9230,Flawil,2229,Sarina,Maintain,4,Sarina,3685.149999999998,0,Maintain
7601001375727,Sun Store Lutry,1095,Lutry,2045,Eléonore,Build,4,Eléonore,13701.070000000009,1,Build
7601001405769,BENU Lutry La Petite Corniche,1095,Lutry,2045,Eléonore,Maintain,4,Eléonore,9295.720000000005,0,Maintain
7601001367418,BENU Lutry Bourg,1095,Lutry,2045,Eléonore,Maintain,4,Eléonore,9198.770000000006,0,Maintain
7601001026278,Hertenstein-Drogerie AG,6004,Luzern,2177,Michaela,Build,4,Michaela,15217.849999999999,1,Build
7601001007222,Gehrig Drogerie + Farben AG,6003,Luzern,2178,Michaela,Observe,0,Michaela,3087.2400000000002,0,Observe
7601007917457,Müller Handels AG Schweiz,6004,Luzern,2177,Michaela,Observe,0,Michaela,0.0,0,Observe
7601001366701,Pharmacie Amavita Seyon,2000,Neuchâtel,2071,Florence,Gain,4,Florence,6881.26,0,Gain
7601001024755,Pharmacie Amavita Conod,1003,Lausanne,2021,Eléonore,Gain,4,Eléonore,7516.980000000004,0,Gain
7601001402423,Amavita Apotheke St. Jakob,9000,St. Gallen,2227,Sarina,Gain,4,Sarina,7852.339999999999,0,Gain
7601001372245,BENU Luzern Bahnhof,6003,Luzern,2178,Michaela,Defend,4,Michaela,76602.30999999997,1,Defend
7601001233966,Luna die Luzerner Natur-Drogerie GmbH,6003,Luzern,2178,Michaela,Observe,0,Michaela,1131.02,0,Observe
7601001394537,Safran Drogerie AG,6003,Luzern,2178,Michaela,Observe,0,Michaela,1147.02,0,Observe
7601001872899,Apotheke Neustadt Luzern AG,6003,Luzern,2178,Michaela,Maintain,4,Michaela,11519.009999999997,0,Maintain
7601001322264,Cysat Apotheke,6003,Luzern,2178,Michaela,Maintain,4,Michaela,18275.699999999997,1,Maintain
7601001402898,Alte Suidtersche Apotheke,6003,Luzern,2178,Michaela,Observe,0,Michaela,11533.880000000001,0,Observe
7601001393530,Apotheke Lilie Zentrum,8952,Schlieren,2204,Luis,Defend,4,Luis,26915.660000000003,1,Defend
7601001375574,Würzenbach Drogerie nurnatur GmbH,6003,Luzern,2178,Michaela,Observe,0,Michaela,4136.4400000000005,0,Observe
7601001403802,swidro drogerie wäsmeli gmbh,6006,Luzern,2181,Michaela,Maintain,4,Michaela,7529.59,0,Maintain
7601001325333,Drogerie Vivian AG,6003,Luzern,2178,Michaela,Observe,0,Michaela,5785.119999999998,0,Observe
7601001404069,Apotheke Fanghöfli Luzern AG,6014,Luzern,2179,Michaela,Defend,4,Michaela,13659.97,1,Defend
7601001372696,TopPharm Batterie-Apotheke,4059,Basel,2146,Michaela,Gain,4,Michaela,6843.149999999997,0,Gain
7601001365490,Pharmacie du Plateau de Champel,1206,Genève,2007,Florence,Maintain,4,Florence,3687.52,0,Maintain
7601001016552,Pharmacie du Pont-du-Moulin,2502,Biel/Bienne,2135,Florence,Observe,0,Florence,2384.899999999999,0,Observe
7601001404960,Pharmacie du Sapin SA,1337,Vallorbe,2037,Florence,Maintain,4,Florence,3506.0800000000013,0,Maintain
7601001359680,Drogerie Wittwer,4934,Madiswil,2130,Michaela,Maintain,4,Michaela,7822.29,0,Maintain
7601001405141,Farmacia Ferregutti Sagl,6850,Mendrisio,2093,Alessia,Observe,0,Alessia,1686.7299999999998,0,Observe
7601001026285,TopPharm Apotheke Gellert,4052,Basel,2147,Michaela,Gain,4,Michaela,6866.679999999998,0,Gain
7601001394568,Farmacia Fuoriporta Sagl,6850,Mendrisio,2093,Alessia,Observe,0,Alessia,5141.209999999999,0,Observe
7601001377417,Farmacia Generoso Sagl,6818,Melano,2093,Alessia,Observe,0,Alessia,5427.590000000002,0,Observe
7601001235946,DROPA Drogerie Oberriet,9463,Oberriet,2233,Sarina,Gain,4,Sarina,7936.459999999992,0,Gain
7601001338906,Pharmacie du Tilleul SA,2800,Delémont,2080,Florence,Maintain,4,Florence,700.6700000000001,0,Maintain
7601001393646,Drogerie Balance AG,6102,Malters,2179,Michaela,Maintain,4,Michaela,10298.010000000002,0,Maintain
7601001371293,Farmacia Internazionale,6911,Campione d'Italia,2095,Alessia,Observe,0,Alessia,2997.9899999999993,0,Observe
7601001402256,Apotheke Drogerie Leue,8708,Männedorf,2217,Luis,Defend,4,Luis,14119.930000000002,1,Defend
7601001379695,TopPharm Apotheke Badischer Bahnhof,4058,Basel,2148,Michaela,Gain,4,Michaela,5057.31,0,Gain
7601001017597,Farmacia Internazionale,6600,Locarno,2106,Alessia,Observe,0,Alessia,3845.33,0,Observe
7601001021297,Pharmacie du Val-Terbi SA,2822,Courroux,2080,Florence,Build,4,Florence,13268.0,1,Build
7601001369115,Pharmacie du Vieux-Village SA,1214,Vernier,2016,Florence,Observe,0,Florence,5577.209999999996,0,Observe
7601001396135,Pharmacie du Vully SA,1786,Sugiez,2041,Florence,Maintain,4,Florence,7155.639999999998,0,Maintain
7601001366244,Amavita Apotheke Rhyland,9443,Widnau,2233,Sarina,Gain,4,Sarina,12798.660000000018,0,Gain
7601001017313,BENU Marly,1723,Marly,2085,Eléonore,Maintain,4,Eléonore,15733.349999999982,1,Maintain
7601001015494,Pharmacie La Jonction SA,1723,Marly,2085,Eléonore,Build,4,Eléonore,8950.429999999998,0,Build
7601007998388,Pharmacie MarlyMed,1723,Marly,2085,Eléonore,Maintain,4,Eléonore,2415.7999999999997,0,Maintain
7601001012776,Sun Store Martigny Manoir,1920,Martigny,2056,Eléonore,Build,4,Eléonore,12553.799999999996,0,Build
7601001393257,Sun Store Martigny Cristal,1920,Martigny,2056,Eléonore,Build,4,Eléonore,11161.279999999995,0,Build
7601001378742,Pharmacie de la Gare Martigny SA,1920,Martigny,2056,Eléonore,Observe,0,Eléonore,4747.329999999999,0,Observe
7601001379923,Pharmacie Centrale,1920,Martigny,2056,Eléonore,Observe,0,Eléonore,2450.9300000000003,0,Observe
7601001364806,Müller Handels AG Schweiz,1920,Martigny,2056,Eléonore,Observe,0,Eléonore,0.0,0,Observe
7601001406643,pharmacieplus Lauber SA,1920,Martigny,2056,Eléonore,Maintain,4,Eléonore,5223.22,0,Maintain
7601001394667,pharmacieplus du léman SA,1920,Martigny,2056,Eléonore,Build,4,Eléonore,6419.209999999999,0,Build
7601001396241,BENU Martigny Quartz,1920,Martigny,2056,Eléonore,Maintain,4,Eléonore,12139.72000000001,0,Maintain
7601001377790,BENU Martigny Poste,1920,Martigny,2056,Eléonore,Maintain,4,Eléonore,10048.439999999997,0,Maintain
7601001374966,Pharmacie Zurcher SA,1920,Martigny,2056,Eléonore,Observe,0,Eléonore,3412.7,0,Observe
7601001406506,Pharmacie Werlen,1920,Martigny,2056,Eléonore,Build,4,Eléonore,10610.78,0,Build
7601001290143,Droguerie-Herboristerie l'Alchimiste SA,1920,Martigny,2056,Eléonore,Observe,0,Eléonore,0.0,0,Observe
7601001366497,Farmacia Internazionale dr. Merloni SA,6830,Chiasso,2090,Alessia,Observe,0,Alessia,2734.64,0,Observe
7601001376038,BENU Matran,1753,Matran,2087,Eléonore,Maintain,4,Eléonore,11541.07,0,Maintain
7601001405295,DROPA Drogerie Rogger GmbH,6045,Meggen,2181,Michaela,Build,4,Michaela,9263.940000000004,0,Build
7601001973268,Drogerie Sanitätshaus Roth,8706,Meilen,2217,Luis,Observe,0,Luis,2740.65,0,Observe
7601001406803,DROPA Apotheke Parfumerie Meilen,8706,Meilen,2217,Luis,Maintain,4,Luis,14205.899999999998,1,Maintain
7601003020311,Müller Reformhaus Vital Shop AG,8706,Meilen,2217,Luis,Observe,0,Luis,0.0,0,Observe
7601009366130,Rothaus Apotheke AG,8706,Meilen,2217,Luis,Build,5,Luis,6466.12,0,Build
7601001402362,Apotheke im Zentrum Feldmeilen AG,8706,Meilen,2217,Luis,Maintain,4,Luis,6551.359999999999,0,Maintain
7601001375239,Pharmacie Dufour SA,2502,Biel/Bienne,2135,Florence,Observe,0,Florence,2373.569999999999,0,Observe
7601001403116,Pharmacie Eauxvives-Favon,1204,Genève,2005,Florence,Observe,0,Florence,4142.19,0,Observe
7601001378926,Pharmacie EAUXVIVES-Lac,1207,Genève,2004,Florence,Gain,4,Florence,6338.759999999999,0,Gain
7601001374270,TopPharm Apotheke Münchwilen,9542,Münchwilen,2225,Sarina,Gain,4,Sarina,9758.650000000003,0,Gain
7601001411289,Farmacia Migliore Sagl,6900,Lugano,2097,Alessia,Observe,0,Alessia,1759.1000000000001,0,Observe
7601001396784,Farmacia Pharmantica Sagl,6710,Biasca,2111,Alessia,Observe,0,Alessia,2511.029999999997,0,Observe
7601001380721,Coop Vitality Apotheke Mellingen Reusstalcenter,5507,Mellingen,2166,Luis,Build,5,Luis,14967.970000000005,1,Build
7601001365162,Amavita Apotheke Kongress,7270,Davos Platz,2239,Sarina,Gain,2,Sarina,11765.029999999999,0,Gain
7601001021600,Drogerie C. Haus AG,5507,Mellingen,2166,Luis,Observe,0,Luis,152.12,0,Observe
7601001025035,DROPA Drogerie Klosters,7250,Klosters,2239,Sarina,Observe,0,Sarina,2291.0599999999995,0,Observe
7601001274297,DROPA Drogerie Glarus,8750,Glarus,2231,Sarina,Gain,4,Sarina,14251.939999999988,1,Gain
7601001395534,Farmacia Martinelli SA,6963,Pregassona,2096,Alessia,Observe,0,Alessia,4409.870000000001,0,Observe
7601001372788,Farmacia MGM Azione Sagl,6500,Bellinzona,2109,Alessia,Observe,0,Alessia,3165.6200000000013,0,Observe
7601001367166,Farmacia Loreto Sagl,6900,Lugano,2097,Alessia,Observe,0,Alessia,2687.999999999999,0,Observe
7601002995078,Farmacia Montalbano,6854,San Pietro di Stabio,2093,Alessia,Observe,0,Alessia,1398.6199999999994,0,Observe
7601001411685,Farmacia Magliaso Sagl,6983,Magliaso,2099,Alessia,Observe,0,Alessia,1041.4499999999996,0,Observe
7601001244283,Farmacia Nazionale,6500,Bellinzona,2109,Alessia,Observe,0,Alessia,2925.03,0,Observe
7601001241244,Farmacia Nuova Europa,6900,Paradiso,2097,Alessia,Observe,0,Alessia,5889.919999999999,0,Observe
7601009234491,Farmacia Paradiso SA,6900,Paradiso,2097,Alessia,Observe,0,Alessia,5738.67,0,Observe
7601001408760,Apotheke Dr. Müller AG,5737,Menziken,2163,Luis,Observe,0,Luis,7509.729999999999,0,Observe
7601001412477,BENU Menziken,5737,Menziken,2163,Luis,Observe,0,Luis,2678.8599999999997,0,Observe
7601001413214,Drogerie Hermann Menzingen,6313,Menzingen,2184,Luis,Observe,0,Luis,336.63,0,Observe
7601009506772,Apotheke im Shopping Center GmbH,8957,Spreitenbach,2167,Luis,Defend,4,Luis,0.0,0,Defend
7601001011076,Farmacia Luganese SA,6900,Lugano,2097,Alessia,Observe,0,Alessia,3191.0599999999995,0,Observe
7601001392250,Bahnhof-Apotheke P. Bolliger AG,8200,Schaffhausen,2220,Sarina,Defend,4,Sarina,16442.180000000004,1,Defend
7601001374010,Pharmacie Erard Alle SA,2942,Alle,2078,Florence,Maintain,4,Florence,14076.060000000001,1,Maintain
7601001996250,Pharmacie Floréal SA,1207,Genève,2004,Florence,Observe,0,Florence,1294.8600000000004,0,Observe
7601001412170,Pharmacie Gare Chêne-Bourg SA,1225,Chêne-Bourg,2010,Florence,Observe,0,Florence,3154.069999999999,0,Observe
7601001018983,Pharmacie Gauchat,2034,Peseux,2076,Florence,Build,4,Florence,17770.44,1,Build
7601001355286,Pharmacie du Jorat,1083,Mézières,2044,Eléonore,Build,4,Eléonore,7628.98,0,Build
7601001010864,Farmacia Pestoni,6855,Stabio,2093,Alessia,Observe,0,Alessia,5523.850000000001,0,Observe
7601001011533,Pharmacie Gouda,1224,Chêne-Bougeries,2010,Florence,Build,4,Florence,9466.63,0,Build
7601001392014,Farmacia Pharma Village - La Rinascente,6853,Ligornetto,2093,Alessia,Observe,0,Alessia,1169.2799999999997,0,Observe
7601001380240,Farmacia Federale-Conti SA,6900,Massagno,2097,Alessia,Observe,0,Alessia,2627.7200000000003,0,Observe
7601001400672,Farmacia Nuova Emilio Chiesa SA,6830,Chiasso,2090,Alessia,Observe,0,Alessia,1777.28,0,Observe
7601001398498,Oberdorf-Apotheke Möhlin AG,4313,Möhlin,2175,Michaela,Gain,4,Michaela,899.8900000000001,0,Gain
7601001666146,Apotheke im Zentrum Möhlin,4313,Möhlin,2175,Michaela,Gain,4,Michaela,12861.289999999999,0,Gain
7601001392304,Apotheke Möhlin AG,4313,Möhlin,2175,Michaela,Build,4,Michaela,11320.640000000001,0,Build
7601001412057,Apotheke & Drogerie Riburg,4313,Möhlin,2175,Michaela,Gain,4,Michaela,4096.349999999999,0,Gain
7601001400467,Drogerie Venzin AG,4313,Möhlin,2175,Michaela,Observe,0,Michaela,2131.76,0,Observe
7601001011151,Farmacia Quattrini SA,6850,Mendrisio,2093,Alessia,Observe,0,Alessia,3287.560000000001,0,Observe
7601009162398,Pharmacie Impériale SA,1201,Genève,2001,Florence,Gain,4,Florence,1299.9400000000003,0,Gain
7601001884991,Pharmacie Internationale,1201,Genève,2001,Florence,Maintain,4,Florence,3585.44,0,Maintain
7612096769216,Manor SA-Monthey,1870,Monthey,2055,Eléonore,Observe,0,Eléonore,0.0,0,Observe
7601001025509,Sun Store Monthey M-Central,1870,Monthey,2055,Eléonore,Build,4,Eléonore,16599.79000000002,1,Build
7601001025462,Sun Store Monthey Manor,1870,Monthey,2055,Eléonore,Build,4,Eléonore,16633.740000000013,1,Build
7601001404861,Amavita Apotheke Ilanz,7130,Ilanz,2237,Sarina,Gain,4,Sarina,11532.720000000005,0,Gain
7601001370777,BENU Monthey,1870,Monthey,2055,Eléonore,Maintain,4,Eléonore,11851.659999999985,0,Maintain
7601001399983,Droguerie Garrone SA,1870,Monthey,2055,Eléonore,Observe,0,Eléonore,0.0,0,Observe
7601001005969,pharmacieplus de lavallaz,1870,Monthey 2,2055,Eléonore,Observe,0,Eléonore,2810.5999999999995,0,Observe
7601001353329,Sun Store Montreux,1820,Montreux,2050,Eléonore,Build,4,Eléonore,11416.570000000002,0,Build
7601001404786,Pharmacie du Jazz SA,1820,Montreux,2050,Eléonore,Maintain,4,Eléonore,6609.98,0,Maintain
7601001365360,Müller Handels AG Schweiz,1820,Montreux,2050,Eléonore,Observe,0,Eléonore,0.0,0,Observe
7601001403451,pharmacieplus de la tour d'ivoire,1820,Montreux,2050,Eléonore,Observe,0,Eléonore,2429.4199999999987,0,Observe
7601001393462,Amavita Apotheke Corviglia,7500,St. Moritz,2240,Sarina,Gain,2,Sarina,11771.15,0,Gain
7601001638327,BENU Montreux - Gare,1820,Montreux,2050,Eléonore,Gain,4,Eléonore,11794.760000000007,0,Gain
7601001404793,Pharmacie Holistique,1820,Montreux,2050,Eléonore,Observe,0,Eléonore,959.9499999999999,0,Observe
7601001368354,"Pharmacie du Palace, Montreux SA",1820,Montreux,2050,Eléonore,Observe,0,Eléonore,1925.38,0,Observe
7601001319516,Droguerie du Forum,1820,Montreux,2050,Eléonore,Observe,0,Eléonore,0.0,0,Observe
7601001007123,Farmacia Nassa SA,6900,Lugano,2097,Alessia,Observe,0,Alessia,3798.3499999999995,0,Observe
7601001401969,Pharmacie du Crêt,1110,Morges,2031,Eléonore,Maintain,4,Eléonore,8184.320000000001,0,Maintain
7601001412019,Pharmacie de la Gare,1110,Morges,2031,Eléonore,Build,5,Eléonore,21499.84,1,Build
7601001377554,Coop Vitality Pharmacie Morges,1110,Morges,2031,Eléonore,Maintain,4,Eléonore,8279.24,0,Maintain
7601001282896,Sun Store Morges Migros,1110,Morges,2031,Eléonore,Build,4,Eléonore,19109.78000000004,1,Build
7601001378377,Sun Store Morges Centre,1110,Morges,2031,Eléonore,Build,4,Eléonore,11888.310000000007,0,Build
7601001393479,Pharmacie Populaire Charpié,1110,Morges,2031,Eléonore,Maintain,4,Eléonore,3140.649999999999,0,Maintain
7601001855335,Amavita Apotheke Center Biel,2502,Biel/Bienne,2135,Florence,Maintain,4,Florence,10142.280000000006,0,Maintain
7601001410190,Pharmacie Amavita Aigle,1860,Aigle,2052,Eléonore,Maintain,4,Eléonore,5879.340000000005,0,Maintain
7601001371507,BENU Morges,1110,Morges,2031,Eléonore,Observe,0,Eléonore,3216.5899999999997,0,Observe
7601001021150,DROPA Drogerie Cremer,9435,Heerbrugg,2233,Sarina,Build,4,Sarina,7629.849999999997,0,Build
7601001369702,Pharmadom Sàrl,1510,Moudon,2044,Eléonore,Observe,0,Eléonore,459.30000000000007,0,Observe
7601001364790,Sun Store Moudon,1510,Moudon,2044,Eléonore,Build,4,Eléonore,10217.45,0,Build
7601001023062,Pharmacie Moudonnoise P. Aubort S.A.,1510,Moudon,2044,Eléonore,Build,4,Eléonore,20114.680000000004,1,Build
7601001369917,Pharmacie La Clef d'Arve,1205,Genève,2006,Florence,Observe,0,Florence,4739.15,0,Observe
7601001377097,Pharmacie Littoral-Centre SA,2016,Cortaillod,2072,Florence,Build,4,Florence,13223.82000000001,1,Build
7601001934450,Pharmacie Mariotti SA,2400,Le Locle,2074,Florence,Maintain,4,Florence,5129.96,0,Maintain
7601001406650,TopPharm Murifeld Apotheke,3006,Bern,2115,Michaela,Gain,4,Michaela,9330.440000000004,0,Gain
7601001409583,DROPA Drogerie Bischofszell AG,9220,Bischofszell,2225,Sarina,Maintain,4,Sarina,5947.59,0,Maintain
7601001395060,Pharmacie Marti - Cernier,2053,Cernier,2076,Florence,Gain,4,Florence,14661.28,1,Gain
7601001378841,Pharmacie Marti - Place Pury,2000,Neuchâtel,2071,Florence,Build,4,Florence,10964.39,0,Build
7601001354371,Gartenstadt Apotheke AG,4142,Münchenstein,2154,Michaela,Defend,4,Michaela,16911.84,1,Defend
7601009205071,TopPharm Egghölzli Apotheke,3006,Bern,2115,Michaela,Gain,4,Michaela,10132.49,0,Gain
7601001025189,DROPA Drogerie Appenzell,9050,Appenzell,2226,Sarina,Maintain,4,Sarina,12395.49,0,Maintain
7601001242852,DROPA Drogerie Apotheke Rapperswil,8640,Rapperswil,2231,Sarina,Build,4,Sarina,19533.629999999994,1,Build
7601001399914,üsi drogerie ag,3110,Münsingen,2125,Michaela,Observe,0,Michaela,2318.4399999999996,0,Observe
7601001011120,DROPA Drogerie Apotheke Aare,3110,Münsingen,2125,Michaela,Maintain,4,Michaela,13771.249999999998,1,Maintain
7601001365285,Dorfplatz Apotheke AG,3110,Münsingen,2125,Michaela,Build,4,Michaela,7676.95,0,Build
7601001365452,Bahnhof Apotheke AG,3110,Münsingen,2125,Michaela,Build,4,Michaela,14274.90999999999,1,Build
7601001009578,DROPA Drogerie Apotheke Davos,7270,Davos Platz,2239,Sarina,Gain,2,Sarina,13123.259999999995,1,Gain
7601001392182,DROPA Drogerie Apotheke Bonaduz,7402,Bonaduz,2237,Sarina,Maintain,4,Sarina,8230.779999999999,0,Maintain
7601001380462,Farmacia Riviera SA,6527,Lodrino,2110,Alessia,Observe,0,Alessia,5355.99,0,Observe
7601001234062,Farmacia Ronchi di Gabriele Ronchi,6874,Castel S. Pietro,2092,Alessia,Observe,0,Alessia,2786.25,0,Observe
7601001400627,La Boutique de l'Apothicaire SA,1893,Muraz (Collombey),2054,Eléonore,Build,4,Eléonore,5474.789999999998,0,Build
7601001379770,Coop Vitality Apotheke Muri Muripark,5630,Muri,2165,Luis,Defend,4,Luis,20227.040000000015,1,Defend
7601001366763,Amavita Apotheke Münchenbuchsee,3053,Münchenbuchsee,2132,Florence,Maintain,4,Florence,13755.769999999995,1,Maintain
7601001017245,TopPharm Nordring-Apotheke,3013,Bern,2116,Michaela,Gain,4,Michaela,5602.540000000001,0,Gain
7601001365629,Neue Apotheke Muri AG,3074,Muri bei Bern,2127,Michaela,Build,4,Michaela,15477.010000000011,1,Build
7601001401693,Pharmacie Marti - Vauseyon,2000,Neuchâtel,2071,Florence,Maintain,4,Florence,5094.380000000001,0,Maintain
7601009232718,Pharmacie Marti Geneveys / Coffrane SA,2206,Les Geneveys-sur-Coffrane,2076,Florence,Maintain,4,Florence,3143.99,0,Maintain
7601001988651,Pharmacie Zur Rose Romanel-sur-Lausanne,1032,Romanel-sur-Lausanne,2035,Eléonore,Gain,4,Eléonore,6337.190000000002,0,Gain
7601001406605,Pharmacie Meyrin-Vergers SA,1217,Meyrin,2016,Florence,Build,4,Florence,6709.399999999998,0,Build
7601001008540,Pharmacie Munier SA,1213,Onex,2013,Florence,Maintain,4,Florence,5381.18,0,Maintain
7601001998506,Pharmacie Nyon Fontaines,1260,Nyon,2027,Florence,Maintain,4,Florence,2883.0699999999997,0,Maintain
7601001067394,DROPA Drogerie Apotheke Arbon,9320,Arbon,2224,Sarina,Defend,4,Sarina,16437.909999999993,1,Defend
7601001229235,Drogerie-Parfümerie Lutzert,4132,Muttenz,2155,Michaela,Observe,0,Michaela,2041.1799999999996,0,Observe
7601001369825,DROPA Drogerie Dietschi,4132,Muttenz,2155,Michaela,Observe,0,Michaela,2288.5400000000013,0,Observe
7601009103001,Lindenapotheke Rössli Muttenz,4132,Muttenz,2155,Michaela,Maintain,4,Michaela,7120.5199999999995,0,Maintain
7601001408289,TopPharm Birs-Apotheke,4127,Birsfelden,2155,Michaela,Gain,4,Michaela,3870.3599999999997,0,Gain
7601001406834,TopPharm Apotheke Bischofszell AG,9220,Bischofszell,2225,Sarina,Gain,4,Sarina,9868.64,0,Gain
7601001380417,DROPA Apotheke Domat,7013,Domat/Ems,2237,Sarina,Build,4,Sarina,13381.27999999998,1,Build
7601001380547,Drogheria Girasole GmbH,7603,Vicosoprano,2240,Sarina,Observe,0,Sarina,2282.679999999999,0,Observe
7601001018990,DorfApotheke Naters AG,3904,Naters,2070,Eléonore,Build,4,Eléonore,13702.860000000002,1,Build
7601001377110,Central-Apotheke,3904,Naters,2070,Eléonore,Maintain,4,Eléonore,13525.11,1,Maintain
7601001409750,Brunnmatt Drogerie GmbH,6244,Nebikon,2180,Michaela,Observe,0,Michaela,3057.75,0,Observe
7601009482298,Drogerie Irchel,8413,Neftenbach,2207,Luis,Maintain,4,Luis,0.0,0,Maintain
7601001376007,Drogerie-Apotheke Lacuna,7006,Chur,2236,Sarina,Gain,4,Sarina,6116.900000000001,0,Gain
7601007997640,Drogerie Zuzwil GmbH,9524,Zuzwil,2230,Sarina,Observe,0,Sarina,4772.639999999999,0,Observe
7601001380202,Pharmacie Nyonnaise SA,1260,Nyon,2027,Florence,Maintain,4,Florence,6128.099999999999,0,Maintain
7601001996571,Pharmacie Perdtemps Sàrl,1260,Nyon,2027,Florence,Gain,4,Florence,2556.4199999999996,0,Gain
7601001397453,Pharmacie Perle du Lac Sàrl,1202,Genève,2003,Florence,Maintain,4,Florence,2811.4999999999995,0,Maintain
7601001401587,Pharmacie Pharmanature Dancet,1205,Genève,2006,Florence,Observe,0,Florence,2063.71,0,Observe
7601001025134,Pharmacie Pillonel SA,2300,La Chaux-de-Fonds,2075,Florence,Build,4,Florence,5536.919999999999,0,Build
7601009138980,Pharmacie Place de l'Octroi,1227,Carouge,2012,Florence,Maintain,4,Florence,2394.5400000000004,0,Maintain
7601001026803,Pharmacie Plaza SA,1201,Genève,2001,Florence,Maintain,4,Florence,7483.379999999997,0,Maintain
7601001398900,Pharmacie Populaire Caroll,1213,Petit-Lancy,2013,Florence,Observe,0,Florence,3452.9700000000003,0,Observe
7601001027244,Pharmacie Populaire Carouge,1227,Carouge,2012,Florence,Build,4,Florence,8224.140000000001,0,Build
7601001027176,Pharmacie Populaire Charmilles,1203,Genève,2002,Florence,Build,4,Florence,7805.629999999999,0,Build
7601001027121,Pharmacie Populaire Cité,1204,Genève,2005,Florence,Maintain,4,Florence,7617.299999999999,0,Maintain
7601009443923,Pharmacie Populaire Concorde,1219,Châtelaine,2015,Florence,Gain,4,Florence,819.3599999999999,0,Gain
7601001027190,Pharmacie Populaire Drugstore Rive-Droite,1202,Genève,2003,Florence,Build,4,Florence,16056.370000000006,1,Build
7601001027220,Pharmacie Populaire Epinettes,1227,Carouge,2012,Florence,Gain,4,Florence,13970.550000000003,1,Gain
7601001861497,Pharmacie Populaire Etang,1219,Châtelaine,2015,Florence,Gain,4,Florence,7794.51,0,Gain
